 # Test of the spline interpolation (output from subroutine SPLERR)
 #        x                y(x)          y_spline(x)      rel.dif.
   3.2026803664E-07 -2.5101067336E-01 -2.5101067336E-01  4.2188E-15
   3.2360546592E-07 -2.5362637746E-01 -2.5362637746E-01
   3.2697767367E-07 -2.5626933874E-01 -2.5626933874E-01  1.9984E-15
   3.3038502232E-07 -2.5893984123E-01 -2.5893984123E-01  8.8818E-16
   3.3382787806E-07 -2.6163817191E-01 -2.6163817191E-01  6.4393E-15
   3.3730661089E-07 -2.6436462076E-01 -2.6436462076E-01  4.4409E-16
   3.4082159469E-07 -2.6711948078E-01 -2.6711948078E-01  9.9920E-16
   3.4437320721E-07 -2.6990304802E-01 -2.6990304802E-01  7.7716E-16
   3.4796183015E-07 -2.7271562162E-01 -2.7271562162E-01  1.7764E-15
   3.5158784920E-07 -2.7555750383E-01 -2.7555750383E-01  4.4409E-16
   3.5525165404E-07 -2.7842900005E-01 -2.7842900005E-01  2.2204E-15
   3.5895363843E-07 -2.8133041887E-01 -2.8133041887E-01  1.5543E-15
   3.6269420022E-07 -2.8426207208E-01 -2.8426207208E-01  2.3315E-15
   3.6647374144E-07 -2.8722427474E-01 -2.8722427474E-01  1.3323E-15
   3.7029266826E-07 -2.9021734518E-01 -2.9021734518E-01  3.3307E-16
   3.7415139111E-07 -2.9324160503E-01 -2.9324160503E-01  5.1070E-15
   3.7805032471E-07 -2.9629737931E-01 -2.9629737931E-01  1.6653E-15
   3.8198988807E-07 -2.9938499640E-01 -2.9938499640E-01  2.2204E-16
   3.8597050459E-07 -3.0250478809E-01 -3.0250478809E-01  1.5543E-15
   3.8999260207E-07 -3.0565708966E-01 -3.0565708966E-01  2.8866E-15
   3.9405661277E-07 -3.0884223986E-01 -3.0884223986E-01  6.1062E-15
   3.9816297347E-07 -3.1206058098E-01 -3.1206058098E-01  1.7764E-15
   4.0231212547E-07 -3.1531245887E-01 -3.1531245887E-01  8.8818E-16
   4.0650451470E-07 -3.1859822298E-01 -3.1859822298E-01  5.5511E-16
   4.1074059172E-07 -3.2191822642E-01 -3.2191822642E-01  3.3307E-15
   4.1502081178E-07 -3.2527282595E-01 -3.2527282595E-01  4.2188E-15
   4.1934563490E-07 -3.2866238206E-01 -3.2866238206E-01  4.5519E-15
   4.2371552587E-07 -3.3208725901E-01 -3.3208725901E-01  3.5527E-15
   4.2813095432E-07 -3.3554782484E-01 -3.3554782484E-01  2.2204E-16
   4.3259239480E-07 -3.3904445143E-01 -3.3904445143E-01  9.9920E-16
   4.3710032678E-07 -3.4257751452E-01 -3.4257751452E-01  1.9984E-15
   4.4165523474E-07 -3.4614739379E-01 -3.4614739379E-01  4.4409E-16
   4.4625760820E-07 -3.4975447285E-01 -3.4975447285E-01  2.3315E-15
   4.5090794179E-07 -3.5339913933E-01 -3.5339913933E-01  1.9984E-15
   4.5560673528E-07 -3.5708178488E-01 -3.5708178488E-01  2.3315E-15
   4.6035449367E-07 -3.6080280524E-01 -3.6080280524E-01  1.3323E-15
   4.6515172721E-07 -3.6456260026E-01 -3.6456260026E-01  3.1086E-15
   4.6999895146E-07 -3.6836157398E-01 -3.6836157398E-01  2.9976E-15
   4.7489668736E-07 -3.7220013463E-01 -3.7220013463E-01  9.9920E-16
   4.7984546129E-07 -3.7607869469E-01 -3.7607869469E-01  1.5543E-15
   4.8484580509E-07 -3.7999767096E-01 -3.7999767096E-01  1.8874E-15
   4.8989825617E-07 -3.8395748456E-01 -3.8395748456E-01  6.6613E-16
   4.9500335751E-07 -3.8795856101E-01 -3.8795856101E-01  3.7748E-15
   5.0016165778E-07 -3.9200133025E-01 -3.9200133025E-01  2.5535E-15
   5.0537371134E-07 -3.9608622670E-01 -3.9608622670E-01  2.5535E-15
   5.1064007835E-07 -4.0021368933E-01 -4.0021368933E-01  6.6613E-16
   5.1596132479E-07 -4.0438416165E-01 -4.0438416165E-01  4.6629E-15
   5.2133802254E-07 -4.0859809182E-01 -4.0859809182E-01  7.7716E-16
   5.2677074945E-07 -4.1285593264E-01 -4.1285593264E-01  1.9984E-15
   5.3226008938E-07 -4.1715814165E-01 -4.1715814165E-01  5.4401E-15
   5.3780663229E-07 -4.2150518114E-01 -4.2150518114E-01  9.9920E-16
   5.4341097426E-07 -4.2589751823E-01 -4.2589751823E-01  2.8866E-15
   5.4907371762E-07 -4.3033562490E-01 -4.3033562490E-01  6.6613E-16
   5.5479547094E-07 -4.3481997804E-01 -4.3481997804E-01  7.8826E-15
   5.6057684915E-07 -4.3935105952E-01 -4.3935105952E-01  1.9984E-15
   5.6641847359E-07 -4.4392935622E-01 -4.4392935622E-01  2.5535E-15
   5.7232097206E-07 -4.4855536009E-01 -4.4855536009E-01  6.6613E-15
   5.7828497893E-07 -4.5322956822E-01 -4.5322956822E-01  8.8818E-16
   5.8431113515E-07 -4.5795248286E-01 -4.5795248286E-01  4.4409E-16
   5.9040008836E-07 -4.6272461151E-01 -4.6272461151E-01  6.3283E-15
   5.9655249296E-07 -4.6754646693E-01 -4.6754646693E-01  2.6645E-15
   6.0276901016E-07 -4.7241856725E-01 -4.7241856725E-01  2.8866E-15
   6.0905030805E-07 -4.7734143598E-01 -4.7734143598E-01  2.3315E-15
   6.1539706170E-07 -4.8231560208E-01 -4.8231560208E-01  5.2180E-15
   6.2180995321E-07 -4.8734160004E-01 -4.8734160004E-01  6.8834E-15
